               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 172,            0.037327,            0.054716,                   0,             0.90238,             0.88038,             0.94301,             0.57869,            0.038622,            0.066596,                   0,           0.0071785,           0.0071785,           0.0071785
                 173,            0.032691,             0.05403,                   0,             0.94543,             0.82522,             0.94564,             0.61367,            0.034247,            0.065281,                   0,            0.007162,            0.007162,            0.007162
                 174,            0.029796,            0.038715,                   0,             0.84066,             0.92857,             0.93744,               0.609,            0.037366,            0.067679,                   0,           0.0071455,           0.0071455,           0.0071455
                 175,            0.032418,            0.044652,                   0,             0.86331,             0.90233,             0.92784,             0.57308,            0.035378,            0.066841,                   0,            0.007129,            0.007129,            0.007129
                 176,            0.032603,            0.046961,                   0,             0.86331,             0.90233,             0.92784,             0.57308,            0.035378,            0.066841,                   0,           0.0071125,           0.0071125,           0.0071125
                 177,            0.030329,            0.036235,                   0,             0.90565,             0.85714,             0.93497,             0.60586,             0.03331,            0.067228,                   0,            0.007096,            0.007096,            0.007096
                 178,            0.031272,            0.046081,                   0,             0.83761,             0.90476,             0.93322,             0.61669,            0.036542,            0.065706,                   0,           0.0070795,           0.0070795,           0.0070795
                 179,            0.035559,            0.046548,                   0,             0.93305,             0.80952,             0.93541,             0.60214,            0.035718,            0.066196,                   0,            0.007063,            0.007063,            0.007063
                 180,            0.036997,            0.063472,                   0,             0.93305,             0.80952,             0.93541,             0.60214,            0.035718,            0.066196,                   0,           0.0070465,           0.0070465,           0.0070465
                 181,            0.030643,            0.035762,                   0,             0.94398,             0.80262,             0.93219,             0.63517,            0.034771,              0.0659,                   0,             0.00703,             0.00703,             0.00703
                 182,            0.034694,            0.057824,                   0,             0.91954,             0.81645,             0.92469,             0.60683,            0.036779,            0.065448,                   0,           0.0070135,           0.0070135,           0.0070135
                 183,            0.034327,            0.045532,                   0,             0.94276,             0.78437,             0.93582,             0.61054,            0.034417,            0.066763,                   0,            0.006997,            0.006997,            0.006997
                 184,            0.032759,            0.046241,                   0,             0.94276,             0.78437,             0.93582,             0.61054,            0.034417,            0.066763,                   0,           0.0069805,           0.0069805,           0.0069805
                 185,            0.028896,            0.040374,                   0,             0.97088,             0.79394,             0.94242,             0.63324,            0.032721,            0.066454,                   0,            0.006964,            0.006964,            0.006964
                 186,             0.03434,            0.044037,                   0,             0.96318,             0.80952,             0.93547,             0.58103,               0.039,            0.064069,                   0,           0.0069475,           0.0069475,           0.0069475
                 187,            0.039881,            0.048701,                   0,             0.96452,             0.80952,             0.94943,             0.61179,            0.033677,            0.063862,                   0,            0.006931,            0.006931,            0.006931
                 188,            0.038914,             0.05284,                   0,             0.96452,             0.80952,             0.94943,             0.61179,            0.033677,            0.063862,                   0,           0.0069145,           0.0069145,           0.0069145
                 189,            0.040452,             0.05057,                   0,             0.96475,             0.80952,               0.948,             0.63133,            0.033271,            0.063269,                   0,            0.006898,            0.006898,            0.006898
                 190,            0.037097,            0.053783,                   0,             0.97608,             0.80952,             0.94281,             0.54506,            0.041846,            0.065023,                   0,           0.0068815,           0.0068815,           0.0068815
                 191,            0.036821,            0.048844,                   0,              0.9789,             0.80952,              0.9471,             0.64615,            0.032679,            0.064301,                   0,            0.006865,            0.006865,            0.006865
                 192,            0.032124,            0.042457,                   0,              0.9789,             0.80952,              0.9471,             0.64615,            0.032679,            0.064301,                   0,           0.0068485,           0.0068485,           0.0068485
                 193,            0.028594,            0.037733,                   0,              0.9851,             0.80952,             0.94494,             0.65385,            0.032427,            0.063966,                   0,            0.006832,            0.006832,            0.006832
                 194,            0.031983,            0.062967,                   0,                   1,             0.80907,             0.95062,              0.6322,            0.035986,            0.064713,                   0,           0.0068155,           0.0068155,           0.0068155
                 195,            0.030619,            0.051909,                   0,                   1,             0.80076,             0.93904,              0.6274,            0.032842,            0.066209,                   0,            0.006799,            0.006799,            0.006799
                 196,            0.036868,            0.057215,                   0,                   1,             0.80076,             0.93904,              0.6274,            0.032842,            0.066209,                   0,           0.0067825,           0.0067825,           0.0067825
                 197,             0.03353,            0.047449,                   0,                   1,             0.80372,             0.93739,              0.6363,            0.032287,            0.066338,                   0,            0.006766,            0.006766,            0.006766
                 198,            0.032143,            0.048895,                   0,             0.99554,             0.80952,              0.9422,             0.57718,              0.0375,            0.066235,                   0,           0.0067495,           0.0067495,           0.0067495
                 199,            0.034907,            0.054017,                   0,                   1,             0.80433,              0.9418,             0.59494,            0.035861,            0.067885,                   0,            0.006733,            0.006733,            0.006733
                 200,             0.03122,            0.042764,                   0,                   1,             0.80433,              0.9418,             0.59494,            0.035861,            0.067885,                   0,           0.0067165,           0.0067165,           0.0067165
                 201,            0.037007,            0.065507,                   0,               0.923,             0.85629,              0.9441,             0.61453,            0.033705,            0.067576,                   0,              0.0067,              0.0067,              0.0067
                 202,            0.035307,            0.050668,                   0,             0.90935,             0.83333,             0.94191,             0.59848,            0.038544,            0.069471,                   0,           0.0066835,           0.0066835,           0.0066835
                 203,            0.033122,            0.047481,                   0,             0.96016,             0.78571,             0.94191,             0.60062,            0.034529,            0.068311,                   0,            0.006667,            0.006667,            0.006667
                 204,            0.043019,            0.058797,                   0,             0.96016,             0.78571,             0.94191,             0.60062,            0.034529,            0.068311,                   0,           0.0066505,           0.0066505,           0.0066505
                 205,            0.030504,            0.046306,                   0,             0.94412,              0.8046,             0.94211,             0.62987,            0.033251,            0.067911,                   0,            0.006634,            0.006634,            0.006634
                 206,            0.028255,            0.044987,                   0,             0.92137,             0.83712,               0.944,             0.60658,            0.035874,            0.067318,                   0,           0.0066175,           0.0066175,           0.0066175
                 207,            0.035751,            0.041952,                   0,             0.97199,             0.82641,             0.95348,             0.60602,            0.034348,            0.067357,                   0,            0.006601,            0.006601,            0.006601
                 208,            0.030833,            0.044121,                   0,             0.97199,             0.82641,             0.95348,             0.60602,            0.034348,            0.067357,                   0,           0.0065845,           0.0065845,           0.0065845
                 209,            0.028372,            0.037964,                   0,             0.93529,             0.80952,              0.9443,             0.64223,            0.033132,            0.067408,                   0,            0.006568,            0.006568,            0.006568
                 210,            0.031181,            0.041093,                   0,             0.91444,             0.85714,             0.94588,             0.61222,            0.034612,             0.06639,                   0,           0.0065515,           0.0065515,           0.0065515
                 211,            0.034679,            0.040634,                   0,                   1,             0.78768,             0.95149,             0.62848,            0.033911,            0.066441,                   0,            0.006535,            0.006535,            0.006535
                 212,            0.031084,            0.046634,                   0,                   1,             0.78768,             0.95149,             0.62848,            0.033911,            0.066441,                   0,           0.0065185,           0.0065185,           0.0065185
                 213,            0.025611,            0.045764,                   0,             0.97219,             0.83243,              0.9514,             0.65209,            0.032474,             0.06519,                   0,            0.006502,            0.006502,            0.006502
                 214,            0.027937,            0.038912,                   0,             0.95897,             0.83333,             0.94483,             0.61495,            0.035641,            0.065771,                   0,           0.0064855,           0.0064855,           0.0064855
                 215,            0.032012,             0.04667,                   0,             0.93778,             0.83333,             0.95003,             0.57677,              0.0363,            0.068208,                   0,            0.006469,            0.006469,            0.006469
                 216,            0.035894,            0.044469,                   0,             0.93778,             0.83333,             0.95003,             0.57677,              0.0363,            0.068208,                   0,           0.0064525,           0.0064525,           0.0064525
                 217,            0.039292,            0.082405,                   0,             0.93526,             0.83333,             0.94678,             0.60724,            0.034291,            0.067486,                   0,            0.006436,            0.006436,            0.006436
                 218,            0.032581,            0.052259,                   0,                   1,             0.78136,             0.93926,             0.60812,             0.03578,            0.066351,                   0,           0.0064195,           0.0064195,           0.0064195
                 219,            0.033349,            0.057421,                   0,             0.92251,             0.85044,             0.95085,             0.63653,            0.033005,            0.067821,                   0,            0.006403,            0.006403,            0.006403
                 220,             0.03196,            0.041277,                   0,             0.92251,             0.85044,             0.95085,             0.63653,            0.033005,            0.067821,                   0,           0.0063865,           0.0063865,           0.0063865
                 221,             0.02984,            0.043368,                   0,             0.86347,             0.88095,             0.94994,             0.63486,            0.032152,            0.067821,                   0,             0.00637,             0.00637,             0.00637
                 222,            0.037076,            0.044264,                   0,             0.99508,             0.78571,             0.92746,             0.54255,            0.042114,            0.068156,                   0,           0.0063535,           0.0063535,           0.0063535
                 223,            0.040345,            0.041559,                   0,             0.98079,             0.78571,             0.95124,             0.61869,             0.03292,            0.067447,                   0,            0.006337,            0.006337,            0.006337
                 224,            0.025294,            0.038285,                   0,             0.98079,             0.78571,             0.95124,             0.61869,             0.03292,            0.067447,                   0,           0.0063205,           0.0063205,           0.0063205
                 225,            0.035387,            0.088056,                   0,             0.91184,             0.85714,             0.95423,             0.63464,            0.032532,            0.066996,                   0,            0.006304,            0.006304,            0.006304
                 226,            0.021939,            0.036016,                   0,             0.93857,             0.85714,             0.95816,             0.64145,            0.032968,            0.067576,                   0,           0.0062875,           0.0062875,           0.0062875
                 227,            0.030847,            0.051169,                   0,             0.94117,             0.85714,             0.95741,             0.60586,            0.037222,            0.067421,                   0,            0.006271,            0.006271,            0.006271
                 228,            0.035217,            0.055382,                   0,             0.94117,             0.85714,             0.95741,             0.60586,            0.037222,            0.067421,                   0,           0.0062545,           0.0062545,           0.0062545
                 229,            0.034493,            0.063782,                   0,             0.94734,             0.85671,             0.96218,             0.64333,            0.033826,            0.068259,                   0,            0.006238,            0.006238,            0.006238
                 230,            0.039538,             0.10277,                   0,             0.94532,             0.85714,               0.958,             0.59251,            0.036694,            0.069922,                   0,           0.0062215,           0.0062215,           0.0062215
                 231,            0.032821,            0.049036,                   0,                   1,             0.83149,             0.95396,             0.61828,            0.034858,            0.072617,                   0,            0.006205,            0.006205,            0.006205
                 232,            0.034659,            0.048833,                   0,                   1,             0.83149,             0.95396,             0.61828,            0.034858,            0.072617,                   0,           0.0061885,           0.0061885,           0.0061885
                 233,            0.030607,            0.048124,                   0,             0.99677,             0.83333,              0.9515,             0.63455,            0.034341,            0.072901,                   0,            0.006172,            0.006172,            0.006172
                 234,            0.029992,            0.044465,                   0,             0.97271,             0.84885,             0.94892,             0.61874,            0.036465,            0.071431,                   0,           0.0061555,           0.0061555,           0.0061555
                 235,            0.034984,            0.061199,                   0,                   1,             0.85145,             0.94977,             0.62437,            0.033944,            0.072695,                   0,            0.006139,            0.006139,            0.006139
                 236,            0.030267,            0.039316,                   0,                   1,             0.85145,             0.94977,             0.62437,            0.033944,            0.072695,                   0,           0.0061225,           0.0061225,           0.0061225
                 237,             0.02992,            0.049258,                   0,             0.97291,             0.85527,             0.95143,             0.64549,            0.033128,            0.070167,                   0,            0.006106,            0.006106,            0.006106
                 238,            0.026228,            0.045101,                   0,                   1,             0.85052,             0.96191,             0.66372,             0.03319,            0.069974,                   0,           0.0060895,           0.0060895,           0.0060895
                 239,            0.029696,            0.056532,                   0,                   1,             0.83223,             0.95369,             0.62158,            0.034084,            0.067614,                   0,            0.006073,            0.006073,            0.006073
                 240,            0.034381,            0.047945,                   0,                   1,             0.83223,             0.95369,             0.62158,            0.034084,            0.067614,                   0,           0.0060565,           0.0060565,           0.0060565
                 241,            0.025485,            0.038909,                   0,                   1,             0.82579,             0.96218,             0.64915,               0.033,            0.067073,                   0,             0.00604,             0.00604,             0.00604
                 242,            0.029724,            0.042149,                   0,             0.97191,             0.82403,             0.95795,             0.66184,            0.032108,            0.067369,                   0,           0.0060235,           0.0060235,           0.0060235
                 243,            0.026584,            0.036634,                   0,             0.94136,             0.85714,              0.9591,             0.60467,            0.034949,             0.06844,                   0,            0.006007,            0.006007,            0.006007
                 244,            0.030371,             0.03894,                   0,             0.94136,             0.85714,              0.9591,             0.60467,            0.034949,             0.06844,                   0,           0.0059905,           0.0059905,           0.0059905
                 245,            0.025636,            0.039255,                   0,             0.94285,             0.85714,             0.95897,              0.6515,            0.031793,            0.066647,                   0,            0.005974,            0.005974,            0.005974
                 246,            0.024917,            0.037321,                   0,             0.97717,             0.83333,             0.95981,             0.61669,            0.035757,            0.067266,                   0,           0.0059575,           0.0059575,           0.0059575
                 247,            0.029145,            0.045112,                   0,             0.99098,             0.83333,             0.95759,             0.62297,             0.03567,             0.06969,                   0,            0.005941,            0.005941,            0.005941
                 248,            0.047466,            0.052802,                   0,             0.99098,             0.83333,             0.95759,             0.62297,             0.03567,             0.06969,                   0,           0.0059245,           0.0059245,           0.0059245
                 249,            0.038387,            0.047405,                   0,                   1,             0.83325,             0.95667,             0.62335,            0.034015,            0.069355,                   0,            0.005908,            0.005908,            0.005908
                 250,            0.030006,            0.040332,                   0,             0.97296,             0.85684,             0.96243,             0.53347,            0.040855,            0.068336,                   0,           0.0058915,           0.0058915,           0.0058915
                 251,            0.036127,            0.049034,                   0,             0.93183,             0.88095,             0.96437,               0.649,            0.032382,            0.066132,                   0,            0.005875,            0.005875,            0.005875
                 252,            0.026102,            0.037114,                   0,             0.93183,             0.88095,             0.96437,               0.649,            0.032382,            0.066132,                   0,           0.0058585,           0.0058585,           0.0058585
                 253,            0.038268,            0.056381,                   0,             0.92369,             0.88095,             0.96227,             0.63119,            0.032379,            0.066699,                   0,            0.005842,            0.005842,            0.005842
                 254,            0.031156,            0.045443,                   0,             0.92583,             0.89172,             0.96932,             0.57036,            0.043139,            0.067782,                   0,           0.0058255,           0.0058255,           0.0058255
                 255,            0.040235,            0.043831,                   0,             0.97363,             0.87914,             0.97419,             0.58891,            0.034567,            0.065306,                   0,            0.005809,            0.005809,            0.005809
                 256,            0.027176,            0.039602,                   0,             0.97363,             0.87914,             0.97419,             0.58891,            0.034567,            0.065306,                   0,           0.0057925,           0.0057925,           0.0057925
                 257,            0.023393,             0.03565,                   0,             0.92747,             0.92857,             0.97313,              0.5929,            0.033793,             0.06461,                   0,            0.005776,            0.005776,            0.005776
                 258,            0.026206,            0.040104,                   0,             0.92964,             0.94396,             0.97468,             0.64331,            0.033282,            0.062934,                   0,           0.0057595,           0.0057595,           0.0057595
                 259,            0.028995,            0.045745,                   0,             0.93018,             0.95165,             0.97368,             0.62802,            0.034057,            0.062779,                   0,            0.005743,            0.005743,            0.005743
                 260,            0.025967,            0.042266,                   0,             0.93018,             0.95165,             0.97368,             0.62802,            0.034057,            0.062779,                   0,           0.0057265,           0.0057265,           0.0057265
                 261,            0.021944,            0.032193,                   0,             0.92182,             0.95238,             0.97133,             0.65425,            0.032464,            0.061851,                   0,             0.00571,             0.00571,             0.00571
                 262,            0.025851,             0.05316,                   0,             0.89876,             0.95238,             0.96915,             0.65229,            0.034026,            0.063372,                   0,           0.0056935,           0.0056935,           0.0056935
                 263,            0.025092,            0.034173,                   0,             0.95643,             0.85714,             0.96474,             0.61094,            0.034765,             0.06617,                   0,            0.005677,            0.005677,            0.005677
                 264,            0.030925,            0.052349,                   0,             0.95643,             0.85714,             0.96474,             0.61094,            0.034765,             0.06617,                   0,           0.0056605,           0.0056605,           0.0056605
                 265,            0.031208,            0.043781,                   0,             0.90605,             0.92857,             0.96578,             0.64141,            0.033403,            0.065732,                   0,            0.005644,            0.005644,            0.005644
                 266,            0.025438,            0.033609,                   0,             0.92783,              0.9185,              0.9666,             0.62915,            0.035682,            0.064791,                   0,           0.0056275,           0.0056275,           0.0056275
                 267,            0.038307,            0.077199,                   0,              0.9178,             0.90476,             0.96605,              0.6423,            0.033581,            0.064391,                   0,            0.005611,            0.005611,            0.005611
                 268,            0.027399,            0.039719,                   0,              0.9178,             0.90476,             0.96605,              0.6423,            0.033581,            0.064391,                   0,           0.0055945,           0.0055945,           0.0055945
                 269,            0.024487,            0.036558,                   0,             0.94988,             0.90262,             0.96803,             0.63916,            0.033124,            0.063398,                   0,            0.005578,            0.005578,            0.005578
                 270,            0.024349,            0.039345,                   0,             0.94972,             0.89958,             0.96579,             0.63296,            0.032315,            0.063166,                   0,           0.0055615,           0.0055615,           0.0055615
                 271,            0.028153,            0.044995,                   0,             0.94653,             0.90476,             0.96838,             0.61088,            0.037063,            0.064765,                   0,            0.005545,            0.005545,            0.005545
                 272,            0.031478,            0.045927,                   0,             0.94653,             0.90476,             0.96838,             0.61088,            0.037063,            0.064765,                   0,           0.0055285,           0.0055285,           0.0055285
                 273,            0.024767,             0.03075,                   0,              0.9398,             0.90476,             0.96949,             0.64314,            0.034342,            0.063901,                   0,            0.005512,            0.005512,            0.005512
                 274,            0.028709,            0.048543,                   0,             0.96398,             0.83333,             0.96294,             0.62036,             0.03306,            0.065732,                   0,           0.0054955,           0.0054955,           0.0054955
                 275,            0.038569,            0.064626,                   0,             0.97274,             0.84965,             0.96374,             0.62045,            0.035687,            0.064623,                   0,            0.005479,            0.005479,            0.005479
                 276,            0.029629,            0.043882,                   0,             0.97274,             0.84965,             0.96374,             0.62045,            0.035687,            0.064623,                   0,           0.0054625,           0.0054625,           0.0054625
                 277,            0.030594,            0.079415,                   0,             0.96243,             0.83333,             0.96116,             0.65369,            0.033127,            0.064842,                   0,            0.005446,            0.005446,            0.005446
                 278,            0.026018,            0.035472,                   0,             0.90024,             0.90476,              0.9596,             0.66685,            0.032918,            0.065848,                   0,           0.0054295,           0.0054295,           0.0054295
                 279,            0.029482,            0.038178,                   0,             0.93826,             0.90476,             0.96207,             0.64945,            0.033084,             0.06599,                   0,            0.005413,            0.005413,            0.005413
                 280,            0.028458,            0.042705,                   0,             0.93826,             0.90476,             0.96207,             0.64945,            0.033084,             0.06599,                   0,           0.0053965,           0.0053965,           0.0053965
                 281,            0.024583,            0.039611,                   0,             0.94383,             0.90476,             0.96235,               0.673,            0.032319,            0.065809,                   0,             0.00538,             0.00538,             0.00538
                 282,             0.02856,            0.041508,                   0,             0.97094,             0.90476,             0.96521,             0.64198,            0.036842,             0.06822,                   0,           0.0053635,           0.0053635,           0.0053635
                 283,            0.028006,            0.036214,                   0,             0.94975,             0.90014,             0.96375,              0.6512,            0.032606,            0.066364,                   0,            0.005347,            0.005347,            0.005347
                 284,            0.028263,            0.045048,                   0,             0.94975,             0.90014,             0.96375,              0.6512,            0.032606,            0.066364,                   0,           0.0053305,           0.0053305,           0.0053305
                 285,            0.030145,            0.073395,                   0,             0.92176,             0.90476,             0.96072,             0.66479,            0.032376,            0.066596,                   0,            0.005314,            0.005314,            0.005314
                 286,            0.029516,            0.034801,                   0,             0.92673,             0.90342,             0.96113,             0.61856,            0.037796,            0.069781,                   0,           0.0052975,           0.0052975,           0.0052975
                 287,            0.035155,            0.053453,                   0,             0.94681,             0.88095,             0.95707,             0.65123,            0.031885,            0.067988,                   0,            0.005281,            0.005281,            0.005281
                 288,            0.033309,            0.056571,                   0,             0.94681,             0.88095,             0.95707,             0.65123,            0.031885,            0.067988,                   0,           0.0052645,           0.0052645,           0.0052645
                 289,            0.031383,            0.044008,                   0,             0.88519,             0.91804,             0.95349,             0.64815,            0.031963,            0.069149,                   0,            0.005248,            0.005248,            0.005248
                 290,            0.029854,            0.042154,                   0,             0.94832,             0.87391,              0.9561,             0.62207,            0.035516,            0.070283,                   0,           0.0052315,           0.0052315,           0.0052315
                 291,             0.02526,            0.035437,                   0,              0.9261,             0.89533,             0.95292,             0.63424,            0.033367,             0.06969,                   0,            0.005215,            0.005215,            0.005215
                 292,             0.03298,            0.051148,                   0,              0.9261,             0.89533,             0.95292,             0.63424,            0.033367,             0.06969,                   0,           0.0051985,           0.0051985,           0.0051985
                 293,            0.027031,            0.047108,                   0,             0.93393,             0.88095,             0.95698,             0.64181,            0.032694,            0.068775,                   0,            0.005182,            0.005182,            0.005182
                 294,             0.02918,            0.063273,                   0,             0.94958,             0.89703,              0.9573,             0.60827,            0.035712,             0.06853,                   0,           0.0051655,           0.0051655,           0.0051655
                 295,             0.03061,            0.042399,                   0,             0.94937,             0.89307,             0.95747,             0.64259,            0.032298,            0.066815,                   0,            0.005149,            0.005149,            0.005149
                 296,            0.027256,            0.052328,                   0,             0.94937,             0.89307,             0.95747,             0.64259,            0.032298,            0.066815,                   0,           0.0051325,           0.0051325,           0.0051325
                 297,            0.024086,            0.033744,                   0,             0.94444,             0.88095,             0.95794,             0.64041,            0.032549,            0.067137,                   0,            0.005116,            0.005116,            0.005116
                 298,            0.027492,            0.047575,                   0,             0.97356,             0.87678,             0.95996,             0.63722,            0.032687,            0.068414,                   0,           0.0050995,           0.0050995,           0.0050995
                 299,            0.025293,            0.045752,                   0,             0.97365,             0.87968,             0.96003,             0.60318,            0.035896,            0.071173,                   0,            0.005083,            0.005083,            0.005083
                 300,            0.028696,            0.043203,                   0,             0.97365,             0.87968,             0.96003,             0.60318,            0.035896,            0.071173,                   0,           0.0050665,           0.0050665,           0.0050665
                 301,            0.024464,            0.035335,                   0,             0.97363,             0.87914,             0.96087,             0.63738,            0.033186,            0.069884,                   0,             0.00505,             0.00505,             0.00505
                 302,            0.023637,            0.036085,                   0,              0.9735,             0.87483,             0.95964,              0.6467,            0.032735,            0.068453,                   0,           0.0050335,           0.0050335,           0.0050335
                 303,            0.031826,            0.042231,                   0,             0.95055,             0.91546,              0.9658,             0.64339,            0.033862,            0.069084,                   0,            0.005017,            0.005017,            0.005017
                 304,            0.023522,            0.032544,                   0,             0.95055,             0.91546,              0.9658,             0.64339,            0.033862,            0.069084,                   0,           0.0050005,           0.0050005,           0.0050005
                 305,            0.035136,             0.05907,                   0,             0.97359,             0.87765,             0.96289,             0.65162,            0.032741,            0.067692,                   0,            0.004984,            0.004984,            0.004984
                 306,            0.041266,            0.095851,                   0,             0.98699,             0.83333,             0.95772,             0.63763,            0.032321,            0.066132,                   0,           0.0049675,           0.0049675,           0.0049675
                 307,            0.028728,            0.040295,                   0,             0.97348,             0.87405,             0.96171,             0.63968,            0.034244,            0.067834,                   0,            0.004951,            0.004951,            0.004951
                 308,            0.027285,            0.042635,                   0,             0.97348,             0.87405,             0.96171,             0.63968,            0.034244,            0.067834,                   0,           0.0049345,           0.0049345,           0.0049345
                 309,            0.027121,            0.046049,                   0,             0.96978,             0.88095,              0.9648,             0.64983,            0.032414,            0.067563,                   0,            0.004918,            0.004918,            0.004918
                 310,             0.02714,            0.041377,                   0,             0.97359,             0.87784,             0.96151,             0.65134,            0.032035,            0.067756,                   0,           0.0049015,           0.0049015,           0.0049015
                 311,             0.03181,            0.046093,                   0,             0.96406,             0.85714,              0.9649,             0.63486,            0.033541,            0.067743,                   0,            0.004885,            0.004885,            0.004885
                 312,             0.03004,            0.035633,                   0,             0.96406,             0.85714,              0.9649,             0.63486,            0.033541,            0.067743,                   0,           0.0048685,           0.0048685,           0.0048685
                 313,            0.031458,            0.062963,                   0,              0.9481,             0.87009,             0.96672,             0.65821,            0.031377,            0.066029,                   0,            0.004852,            0.004852,            0.004852
                 314,            0.029558,             0.04795,                   0,             0.94676,             0.88095,             0.96601,             0.63785,            0.032488,            0.067434,                   0,           0.0048355,           0.0048355,           0.0048355
                 315,            0.025745,            0.036009,                   0,             0.94852,             0.88095,              0.9667,             0.63821,            0.031641,            0.067241,                   0,            0.004819,            0.004819,            0.004819
                 316,            0.025861,            0.049155,                   0,             0.94852,             0.88095,              0.9667,             0.63821,            0.031641,            0.067241,                   0,           0.0048025,           0.0048025,           0.0048025
                 317,            0.027494,            0.075877,                   0,              0.9629,             0.88095,             0.96752,             0.64135,            0.031412,            0.067305,                   0,            0.004786,            0.004786,            0.004786
                 318,            0.024712,            0.032851,                   0,             0.96773,             0.88095,             0.96457,               0.652,            0.030964,            0.067937,                   0,           0.0047695,           0.0047695,           0.0047695
                 319,            0.027053,            0.051028,                   0,             0.96771,             0.88095,             0.96293,             0.65117,            0.031231,            0.067859,                   0,            0.004753,            0.004753,            0.004753
                 320,            0.022681,            0.038633,                   0,             0.96771,             0.88095,             0.96293,             0.65117,            0.031231,            0.067859,                   0,           0.0047365,           0.0047365,           0.0047365
                 321,            0.026034,            0.046259,                   0,              0.9398,             0.88095,             0.96049,             0.64796,            0.031231,            0.068324,                   0,             0.00472,             0.00472,             0.00472
                 322,            0.025356,            0.035813,                   0,             0.94168,             0.90476,             0.95863,             0.64914,            0.031577,            0.069458,                   0,           0.0047035,           0.0047035,           0.0047035
                 323,            0.025169,            0.042203,                   0,             0.97432,             0.90331,              0.9614,              0.6549,            0.032182,            0.067073,                   0,            0.004687,            0.004687,            0.004687
                 324,            0.029657,             0.07055,                   0,             0.97432,             0.90331,              0.9614,              0.6549,            0.032182,            0.067073,                   0,           0.0046705,           0.0046705,           0.0046705
                 325,            0.029134,            0.042306,                   0,             0.94743,             0.90476,             0.96111,              0.6737,            0.031006,            0.067215,                   0,            0.004654,            0.004654,            0.004654
                 326,            0.031103,             0.06483,                   0,              0.9645,             0.85714,             0.95959,             0.63329,            0.031847,            0.068324,                   0,           0.0046375,           0.0046375,           0.0046375
                 327,            0.029272,             0.05761,                   0,                   1,             0.85062,             0.95966,             0.65588,            0.032214,             0.06911,                   0,            0.004621,            0.004621,            0.004621
                 328,            0.026797,            0.048786,                   0,                   1,             0.85062,             0.95966,             0.65588,            0.032214,             0.06911,                   0,           0.0046045,           0.0046045,           0.0046045
                 329,            0.025646,            0.052524,                   0,             0.94848,             0.87683,             0.95899,             0.66171,            0.030942,             0.07018,                   0,            0.004588,            0.004588,            0.004588
                 330,             0.02337,            0.040616,                   0,             0.90301,              0.8868,             0.95716,             0.65948,            0.031726,            0.070993,                   0,           0.0045715,           0.0045715,           0.0045715
                 331,            0.030226,            0.049054,                   0,             0.94933,              0.8924,             0.96462,             0.66102,             0.03132,            0.069084,                   0,            0.004555,            0.004555,            0.004555
                 332,            0.023292,            0.036936,                   0,             0.94933,              0.8924,             0.96462,             0.66102,             0.03132,            0.069084,                   0,           0.0045385,           0.0045385,           0.0045385
                 333,            0.023989,            0.042145,                   0,             0.88494,             0.90476,             0.96413,             0.66569,            0.031429,            0.069574,                   0,            0.004522,            0.004522,            0.004522
                 334,            0.024754,            0.041202,                   0,             0.92538,              0.8859,             0.96547,             0.66451,            0.031157,            0.069084,                   0,           0.0045055,           0.0045055,           0.0045055
                 335,            0.022056,            0.050362,                   0,             0.99156,             0.83333,             0.96316,             0.65537,            0.031949,            0.069677,                   0,            0.004489,            0.004489,            0.004489
                 336,            0.027505,            0.048055,                   0,             0.99156,             0.83333,             0.96316,             0.65537,            0.031949,            0.069677,                   0,           0.0044725,           0.0044725,           0.0044725
                 337,            0.024467,             0.03345,                   0,             0.98947,             0.83333,             0.96375,             0.66753,            0.031628,            0.069407,                   0,            0.004456,            0.004456,            0.004456
                 338,            0.028142,            0.056337,                   0,             0.97282,             0.85225,             0.96801,             0.68216,            0.030992,            0.070864,                   0,           0.0044395,           0.0044395,           0.0044395
                 339,            0.029275,            0.045382,                   0,             0.99507,             0.83333,             0.96188,              0.6271,            0.034704,            0.071934,                   0,            0.004423,            0.004423,            0.004423
                 340,             0.03149,            0.037995,                   0,             0.99507,             0.83333,             0.96188,              0.6271,            0.034704,            0.071934,                   0,           0.0044065,           0.0044065,           0.0044065
                 341,            0.034061,             0.04462,                   0,             0.99216,             0.83333,             0.96866,             0.65481,            0.032761,            0.070193,                   0,             0.00439,             0.00439,             0.00439
                 342,            0.025664,            0.043305,                   0,               0.926,             0.89399,             0.97003,             0.67168,            0.030779,            0.070722,                   0,           0.0043735,           0.0043735,           0.0043735
                 343,            0.026964,            0.052112,                   0,             0.99432,             0.83333,             0.95672,             0.63898,            0.032817,            0.070773,                   0,            0.004357,            0.004357,            0.004357
                 344,            0.028292,            0.062085,                   0,             0.99432,             0.83333,             0.95672,             0.63898,            0.032817,            0.070773,                   0,           0.0043405,           0.0043405,           0.0043405
                 345,            0.023441,            0.038754,                   0,             0.99629,             0.83333,             0.95745,             0.65604,            0.031345,            0.070683,                   0,            0.004324,            0.004324,            0.004324
                 346,            0.031562,            0.060108,                   0,                   1,             0.83007,             0.96928,             0.68074,            0.030527,            0.070038,                   0,           0.0043075,           0.0043075,           0.0043075
