               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 347,              0.0352,            0.078784,                   0,                   1,             0.82647,               0.967,             0.64062,            0.033219,            0.070696,                   0,            0.004291,            0.004291,            0.004291
                 348,            0.027977,            0.046778,                   0,                   1,             0.82647,               0.967,             0.64062,            0.033219,            0.070696,                   0,           0.0042745,           0.0042745,           0.0042745
                 349,            0.021981,            0.035761,                   0,             0.96952,             0.83333,             0.96249,              0.6521,            0.031344,            0.070683,                   0,            0.004258,            0.004258,            0.004258
                 350,            0.027497,            0.039362,                   0,             0.97081,             0.83333,              0.9596,             0.65965,            0.031171,            0.070632,                   0,           0.0042415,           0.0042415,           0.0042415
                 351,            0.028043,             0.05002,                   0,             0.97102,             0.83333,             0.96712,             0.63813,            0.032104,            0.069407,                   0,            0.004225,            0.004225,            0.004225
                 352,            0.024972,            0.035895,                   0,             0.97102,             0.83333,             0.96712,             0.63813,            0.032104,            0.069407,                   0,           0.0042085,           0.0042085,           0.0042085
                 353,            0.030778,            0.076183,                   0,             0.97202,             0.83333,             0.96477,             0.65074,            0.031095,              0.0692,                   0,            0.004192,            0.004192,            0.004192
                 354,            0.027407,            0.048433,                   0,                   1,             0.80586,             0.96078,              0.6504,            0.030859,            0.070348,                   0,           0.0041755,           0.0041755,           0.0041755
                 355,            0.022101,            0.039094,                   0,             0.92251,             0.85052,             0.96114,             0.65213,            0.031796,            0.070773,                   0,            0.004159,            0.004159,            0.004159
                 356,             0.02643,            0.054223,                   0,             0.92251,             0.85052,             0.96114,             0.65213,            0.031796,            0.070773,                   0,           0.0041425,           0.0041425,           0.0041425
                 357,            0.031788,             0.10027,                   0,             0.91751,             0.85714,             0.95908,             0.66273,            0.030969,            0.070748,                   0,            0.004126,            0.004126,            0.004126
                 358,            0.026842,            0.069342,                   0,             0.91371,             0.85714,             0.95739,             0.65579,            0.031764,            0.071611,                   0,           0.0041095,           0.0041095,           0.0041095
                 359,            0.024554,            0.037752,                   0,             0.96121,             0.80952,             0.95166,             0.66879,            0.031928,            0.072669,                   0,            0.004093,            0.004093,            0.004093
                 360,            0.022801,              0.0349,                   0,             0.96121,             0.80952,             0.95166,             0.66879,            0.031928,            0.072669,                   0,           0.0040765,           0.0040765,           0.0040765
                 361,            0.022189,            0.037386,                   0,              0.9019,             0.87573,             0.95461,             0.65076,             0.03204,            0.072579,                   0,             0.00406,             0.00406,             0.00406
                 362,            0.027043,            0.055808,                   0,             0.90436,             0.90068,             0.95809,             0.65529,             0.03259,            0.072901,                   0,           0.0040435,           0.0040435,           0.0040435
                 363,            0.025947,            0.038236,                   0,              0.9021,             0.87768,             0.95593,             0.65193,            0.032374,            0.074358,                   0,            0.004027,            0.004027,            0.004027
                 364,            0.026117,            0.049881,                   0,              0.9021,             0.87768,             0.95593,             0.65193,            0.032374,            0.074358,                   0,           0.0040105,           0.0040105,           0.0040105
                 365,            0.024111,            0.035863,                   0,             0.90241,              0.8807,             0.95655,             0.65808,            0.032086,            0.073726,                   0,            0.003994,            0.003994,            0.003994
                 366,            0.023851,            0.040695,                   0,             0.89964,             0.92857,             0.95872,             0.64535,            0.033029,            0.071728,                   0,           0.0039775,           0.0039775,           0.0039775
                 367,            0.021736,            0.034261,                   0,             0.91677,             0.90476,             0.96257,             0.66768,            0.031816,            0.071934,                   0,            0.003961,            0.003961,            0.003961
                 368,            0.026297,            0.040125,                   0,             0.91677,             0.90476,             0.96257,             0.66768,            0.031816,            0.071934,                   0,           0.0039445,           0.0039445,           0.0039445
                 369,              0.0281,            0.054822,                   0,             0.90465,             0.90357,             0.95949,             0.66742,            0.031647,            0.070773,                   0,            0.003928,            0.003928,            0.003928
                 370,            0.026835,            0.046494,                   0,             0.90649,             0.92335,             0.96017,             0.65345,            0.033564,            0.070258,                   0,           0.0039115,           0.0039115,           0.0039115
                 371,            0.029301,            0.052253,                   0,             0.90663,             0.92486,             0.95778,             0.65706,            0.031643,            0.070503,                   0,            0.003895,            0.003895,            0.003895
                 372,              0.0249,            0.045798,                   0,             0.90663,             0.92486,             0.95778,             0.65706,            0.031643,            0.070503,                   0,           0.0038785,           0.0038785,           0.0038785
                 373,            0.024652,            0.035851,                   0,              0.9063,             0.92128,             0.95697,              0.6712,            0.031728,            0.070606,                   0,            0.003862,            0.003862,            0.003862
                 374,              0.0296,            0.064699,                   0,             0.95111,              0.9264,             0.96406,             0.65172,            0.034658,            0.071663,                   0,           0.0038455,           0.0038455,           0.0038455
                 375,            0.028831,            0.055431,                   0,             0.92372,             0.92857,             0.95964,             0.66752,            0.032387,            0.072836,                   0,            0.003829,            0.003829,            0.003829
                 376,            0.029851,            0.057191,                   0,             0.92372,             0.92857,             0.95964,             0.66752,            0.032387,            0.072836,                   0,           0.0038125,           0.0038125,           0.0038125
                 377,            0.022194,            0.032085,                   0,             0.92758,             0.92857,             0.95953,             0.66246,            0.032652,            0.074242,                   0,            0.003796,            0.003796,            0.003796
                 378,            0.022448,            0.031227,                   0,             0.92827,             0.92451,             0.96029,             0.66209,            0.032604,            0.072024,                   0,           0.0037795,           0.0037795,           0.0037795
                 379,            0.030418,              0.0415,                   0,              0.9053,             0.91058,             0.96078,             0.66107,            0.032454,            0.071702,                   0,            0.003763,            0.003763,            0.003763
                 380,            0.028012,            0.044692,                   0,              0.9053,             0.91058,             0.96078,             0.66107,            0.032454,            0.071702,                   0,           0.0037465,           0.0037465,           0.0037465
                 381,            0.035371,            0.065492,                   0,             0.91769,             0.92857,             0.96387,             0.66193,            0.032359,            0.070606,                   0,             0.00373,             0.00373,             0.00373
                 382,            0.025457,            0.050168,                   0,             0.91691,             0.92857,             0.95986,             0.66857,             0.03186,            0.071586,                   0,           0.0037135,           0.0037135,           0.0037135
                 383,              0.0286,            0.065527,                   0,             0.96242,             0.85714,             0.95384,             0.65778,            0.032096,            0.072411,                   0,            0.003697,            0.003697,            0.003697
                 384,            0.022789,            0.037679,                   0,             0.96242,             0.85714,             0.95384,             0.65778,            0.032096,            0.072411,                   0,           0.0036805,           0.0036805,           0.0036805
                 385,            0.022785,            0.036871,                   0,             0.96674,             0.85714,              0.9546,             0.66585,            0.031809,            0.071934,                   0,            0.003664,            0.003664,            0.003664
                 386,            0.024811,            0.041322,                   0,             0.96959,             0.85714,             0.95661,             0.66084,            0.032046,            0.070464,                   0,           0.0036475,           0.0036475,           0.0036475
                 387,            0.034651,            0.088038,                   0,             0.88066,             0.92857,             0.95568,             0.65468,            0.031867,            0.069587,                   0,            0.003631,            0.003631,            0.003631
                 388,            0.024069,            0.037055,                   0,             0.88066,             0.92857,             0.95568,             0.65468,            0.031867,            0.069587,                   0,           0.0036145,           0.0036145,           0.0036145
                 389,            0.023945,            0.034346,                   0,              0.9328,             0.92857,             0.96578,              0.6668,            0.031771,            0.068324,                   0,            0.003598,            0.003598,            0.003598
                 390,            0.026154,            0.048961,                   0,             0.90449,             0.92857,             0.96097,             0.64523,            0.032834,            0.069948,                   0,           0.0035815,           0.0035815,           0.0035815
                 391,            0.030707,            0.049632,                   0,             0.95122,             0.92855,             0.96397,             0.65846,            0.031814,            0.068401,                   0,            0.003565,            0.003565,            0.003565
                 392,             0.02372,            0.038292,                   0,             0.95122,             0.92855,             0.96397,             0.65846,            0.031814,            0.068401,                   0,           0.0035485,           0.0035485,           0.0035485
                 393,            0.021637,            0.037856,                   0,             0.94846,             0.92857,             0.96651,               0.667,            0.031481,            0.067524,                   0,            0.003532,            0.003532,            0.003532
                 394,            0.031967,            0.090111,                   0,             0.97418,             0.89861,             0.96205,             0.64756,            0.032253,            0.067808,                   0,           0.0035155,           0.0035155,           0.0035155
                 395,             0.02461,            0.033233,                   0,             0.94588,             0.90476,             0.95624,             0.65153,            0.031852,            0.068698,                   0,            0.003499,            0.003499,            0.003499
                 396,            0.024046,            0.037461,                   0,             0.94588,             0.90476,             0.95624,             0.65153,            0.031852,            0.068698,                   0,           0.0034825,           0.0034825,           0.0034825
                 397,            0.021427,            0.031087,                   0,             0.94675,             0.90476,             0.95937,             0.65275,            0.031716,            0.067782,                   0,            0.003466,            0.003466,            0.003466
                 398,            0.020926,             0.03406,                   0,             0.95098,             0.92394,             0.95833,              0.6688,            0.031512,             0.06617,                   0,           0.0034495,           0.0034495,           0.0034495
                 399,            0.025823,            0.035701,                   0,             0.95103,             0.92489,             0.96078,             0.64647,            0.032486,            0.066312,                   0,            0.003433,            0.003433,            0.003433
                 400,            0.026895,            0.047574,                   0,             0.95103,             0.92489,             0.96078,             0.64647,            0.032486,            0.066312,                   0,           0.0034165,           0.0034165,           0.0034165
                 401,            0.025724,            0.037104,                   0,             0.95098,             0.92383,             0.95685,             0.66147,            0.031783,            0.065964,                   0,              0.0034,              0.0034,              0.0034
                 402,            0.024784,            0.034708,                   0,             0.94318,             0.90476,             0.95566,             0.66332,            0.031603,            0.066261,                   0,           0.0033835,           0.0033835,           0.0033835
                 403,            0.025222,            0.033097,                   0,             0.97489,             0.92433,             0.95891,             0.67446,            0.031608,            0.064507,                   0,            0.003367,            0.003367,            0.003367
                 404,             0.02333,            0.039352,                   0,             0.97489,             0.92433,             0.95891,             0.67446,            0.031608,            0.064507,                   0,           0.0033505,           0.0033505,           0.0033505
                 405,            0.022621,            0.039901,                   0,             0.96689,             0.90476,             0.95884,             0.65362,            0.031856,             0.06501,                   0,            0.003334,            0.003334,            0.003334
                 406,             0.02412,            0.039705,                   0,             0.94414,             0.92857,             0.95676,             0.67527,            0.031238,            0.065358,                   0,           0.0033175,           0.0033175,           0.0033175
                 407,            0.025032,            0.043606,                   0,             0.97417,             0.90476,             0.95865,             0.65092,            0.032492,            0.065925,                   0,            0.003301,            0.003301,            0.003301
                 408,              0.0235,            0.031734,                   0,             0.97417,             0.90476,             0.95865,             0.65092,            0.032492,            0.065925,                   0,           0.0032845,           0.0032845,           0.0032845
                 409,            0.022074,            0.038823,                   0,             0.97433,             0.90373,             0.95975,             0.65298,            0.031866,            0.064855,                   0,            0.003268,            0.003268,            0.003268
                 410,            0.024181,            0.035702,                   0,              0.9743,             0.90263,             0.96112,             0.67016,            0.030978,            0.064094,                   0,           0.0032515,           0.0032515,           0.0032515
                 411,            0.021838,            0.034074,                   0,             0.97424,              0.9004,             0.96134,             0.66982,            0.030719,            0.063566,                   0,            0.003235,            0.003235,            0.003235
                 412,            0.021298,            0.038006,                   0,             0.97424,              0.9004,             0.96134,             0.66982,            0.030719,            0.063566,                   0,           0.0032185,           0.0032185,           0.0032185
                 413,            0.024584,            0.037679,                   0,             0.92809,             0.92205,             0.96056,             0.66683,            0.031152,            0.063566,                   0,            0.003202,            0.003202,            0.003202
                 414,            0.023967,            0.032847,                   0,             0.95105,             0.92525,             0.96477,             0.68654,            0.030097,            0.063179,                   0,           0.0031855,           0.0031855,           0.0031855
                 415,            0.024336,            0.031941,                   0,             0.92817,             0.92315,             0.96543,             0.66448,            0.031195,            0.064172,                   0,            0.003169,            0.003169,            0.003169
                 416,            0.027408,            0.048202,                   0,             0.92817,             0.92315,             0.96543,             0.66448,            0.031195,            0.064172,                   0,           0.0031525,           0.0031525,           0.0031525
                 417,            0.022814,            0.030795,                   0,             0.92809,             0.92196,             0.96474,             0.65965,            0.030909,            0.064778,                   0,            0.003136,            0.003136,            0.003136
                 418,            0.022932,            0.034855,                   0,             0.95091,             0.92253,             0.96773,              0.6704,            0.029894,            0.063862,                   0,           0.0031195,           0.0031195,           0.0031195
                 419,            0.022117,            0.036415,                   0,             0.97428,             0.90195,             0.96997,             0.65566,            0.030805,            0.063759,                   0,            0.003103,            0.003103,            0.003103
                 420,            0.025635,            0.050011,                   0,             0.97428,             0.90195,             0.96997,             0.65566,            0.030805,            0.063759,                   0,           0.0030865,           0.0030865,           0.0030865
                 421,            0.028856,            0.047622,                   0,             0.97427,             0.90165,             0.97063,             0.66406,             0.03029,            0.063476,                   0,             0.00307,             0.00307,             0.00307
                 422,            0.020031,            0.037097,                   0,             0.97425,             0.90108,             0.97056,             0.67702,            0.029814,             0.06403,                   0,           0.0030535,           0.0030535,           0.0030535
                 423,            0.030576,            0.044507,                   0,             0.97436,             0.90473,             0.97308,             0.65739,            0.032016,             0.06452,                   0,            0.003037,            0.003037,            0.003037
                 424,            0.023454,            0.036969,                   0,             0.97436,             0.90473,             0.97308,             0.65739,            0.032016,             0.06452,                   0,           0.0030205,           0.0030205,           0.0030205
                 425,            0.025477,            0.054047,                   0,             0.96898,             0.92857,             0.97465,             0.66167,            0.031293,            0.063514,                   0,            0.003004,            0.003004,            0.003004
                 426,            0.019883,             0.03256,                   0,             0.96784,             0.92857,              0.9741,              0.6752,            0.030125,            0.063488,                   0,           0.0029875,           0.0029875,           0.0029875
                 427,            0.025578,             0.04311,                   0,             0.96894,             0.92857,             0.97425,             0.67588,            0.030736,            0.063372,                   0,            0.002971,            0.002971,            0.002971
                 428,            0.020775,            0.033105,                   0,             0.96894,             0.92857,             0.97425,             0.67588,            0.030736,            0.063372,                   0,           0.0029545,           0.0029545,           0.0029545
                 429,             0.02524,               0.041,                   0,             0.96793,             0.92857,             0.97525,             0.67637,            0.030756,            0.063166,                   0,            0.002938,            0.002938,            0.002938
                 430,            0.020306,            0.033458,                   0,             0.97499,             0.92835,             0.97482,              0.6795,            0.030142,             0.06336,                   0,           0.0029215,           0.0029215,           0.0029215
                 431,            0.027445,            0.052301,                   0,             0.97475,             0.91942,             0.97675,             0.67597,            0.030567,            0.063978,                   0,            0.002905,            0.002905,            0.002905
                 432,            0.020704,            0.033964,                   0,             0.97475,             0.91942,             0.97675,             0.67597,            0.030567,            0.063978,                   0,           0.0028885,           0.0028885,           0.0028885
                 433,            0.018705,            0.033078,                   0,             0.97431,              0.9031,             0.97474,             0.67371,            0.030077,            0.063617,                   0,            0.002872,            0.002872,            0.002872
                 434,            0.019679,            0.028433,                   0,             0.97474,               0.919,             0.97605,             0.69122,              0.0298,            0.062612,                   0,           0.0028555,           0.0028555,           0.0028555
                 435,            0.023146,            0.039183,                   0,             0.94991,             0.90312,             0.97201,             0.66958,            0.030925,            0.062393,                   0,            0.002839,            0.002839,            0.002839
                 436,            0.027912,            0.047821,                   0,             0.94991,             0.90312,             0.97201,             0.66958,            0.030925,            0.062393,                   0,           0.0028225,           0.0028225,           0.0028225
                 437,            0.020357,            0.035308,                   0,             0.94993,             0.90348,             0.97359,             0.67856,            0.030127,            0.061864,                   0,            0.002806,            0.002806,            0.002806
                 438,            0.027538,            0.047361,                   0,             0.94987,             0.90239,              0.9741,             0.67536,            0.030029,            0.062457,                   0,           0.0027895,           0.0027895,           0.0027895
                 439,            0.025684,            0.044309,                   0,             0.94982,             0.90147,             0.97231,             0.65846,            0.030682,            0.063914,                   0,            0.002773,            0.002773,            0.002773
                 440,            0.022871,            0.031804,                   0,             0.94982,             0.90147,             0.97231,             0.65846,            0.030682,            0.063914,                   0,           0.0027565,           0.0027565,           0.0027565
                 441,            0.023896,            0.035351,                   0,             0.92813,             0.92249,              0.9715,             0.66564,            0.030723,             0.06394,                   0,             0.00274,             0.00274,             0.00274
                 442,            0.024443,            0.046448,                   0,             0.92802,             0.92103,             0.97281,             0.67314,            0.030656,            0.063605,                   0,           0.0027235,           0.0027235,           0.0027235
                 443,            0.025871,             0.04606,                   0,             0.94996,               0.904,             0.97179,             0.67868,            0.030064,            0.063411,                   0,            0.002707,            0.002707,            0.002707
                 444,            0.027855,            0.055255,                   0,             0.94996,               0.904,             0.97179,             0.67868,            0.030064,            0.063411,                   0,           0.0026905,           0.0026905,           0.0026905
                 445,            0.022011,            0.030638,                   0,             0.92819,             0.92334,             0.97103,             0.66334,            0.030228,            0.063746,                   0,            0.002674,            0.002674,            0.002674
                 446,            0.024478,             0.03901,                   0,             0.92835,             0.92553,             0.97021,             0.66866,            0.030455,            0.063605,                   0,           0.0026575,           0.0026575,           0.0026575
                 447,            0.021728,            0.030547,                   0,             0.94641,             0.90476,             0.96743,             0.67138,            0.030972,            0.063978,                   0,            0.002641,            0.002641,            0.002641
                 448,            0.027952,            0.059221,                   0,             0.94641,             0.90476,             0.96743,             0.67138,            0.030972,            0.063978,                   0,           0.0026245,           0.0026245,           0.0026245
                 449,            0.022272,            0.032559,                   0,             0.92837,             0.92579,             0.97031,             0.67014,            0.030715,             0.06443,                   0,            0.002608,            0.002608,            0.002608
                 450,            0.023428,            0.039588,                   0,             0.97419,             0.90476,              0.9744,             0.68102,            0.030531,            0.064868,                   0,           0.0025915,           0.0025915,           0.0025915
                 451,            0.021483,            0.034104,                   0,             0.97435,             0.90438,             0.97369,             0.66612,             0.03088,             0.06519,                   0,            0.002575,            0.002575,            0.002575
                 452,            0.022412,            0.034831,                   0,             0.97435,             0.90438,             0.97369,             0.66612,             0.03088,             0.06519,                   0,           0.0025585,           0.0025585,           0.0025585
                 453,            0.019477,            0.030266,                   0,             0.97434,              0.9042,             0.97575,             0.67513,            0.030483,            0.064352,                   0,            0.002542,            0.002542,            0.002542
                 454,            0.023813,            0.033173,                   0,             0.97434,             0.90407,             0.97701,             0.70111,            0.030076,            0.064455,                   0,           0.0025255,           0.0025255,           0.0025255
                 455,             0.02325,            0.036834,                   0,             0.94994,             0.90365,             0.97606,             0.68335,             0.03116,            0.064443,                   0,            0.002509,            0.002509,            0.002509
                 456,            0.023122,            0.044029,                   0,             0.94994,             0.90365,             0.97606,             0.68335,             0.03116,            0.064443,                   0,           0.0024925,           0.0024925,           0.0024925
                 457,            0.024657,            0.045179,                   0,             0.94993,             0.90345,             0.97541,             0.67948,            0.031016,             0.06452,                   0,            0.002476,            0.002476,            0.002476
                 458,            0.027447,            0.040657,                   0,             0.92838,             0.92598,             0.97563,             0.69437,            0.030257,            0.065203,                   0,           0.0024595,           0.0024595,           0.0024595
                 459,            0.021974,            0.046721,                   0,             0.92821,             0.92363,             0.97429,             0.68944,            0.030155,            0.065113,                   0,            0.002443,            0.002443,            0.002443
                 460,            0.033213,            0.037295,                   0,             0.92821,             0.92363,             0.97429,             0.68944,            0.030155,            0.065113,                   0,           0.0024265,           0.0024265,           0.0024265
                 461,            0.020301,              0.0425,                   0,             0.92805,             0.92151,             0.97369,             0.68532,            0.030333,            0.065061,                   0,             0.00241,             0.00241,             0.00241
                 462,             0.02264,            0.032699,                   0,             0.94986,             0.90221,             0.97301,             0.68651,            0.030418,            0.065319,                   0,           0.0023935,           0.0023935,           0.0023935
                 463,            0.021378,            0.038223,                   0,             0.97429,             0.90241,             0.97623,             0.67656,            0.030255,            0.065912,                   0,            0.002377,            0.002377,            0.002377
                 464,             0.02429,            0.036078,                   0,             0.97429,             0.90241,             0.97623,             0.67656,            0.030255,            0.065912,                   0,           0.0023605,           0.0023605,           0.0023605
                 465,            0.020324,            0.029981,                   0,             0.97431,             0.90293,             0.97574,               0.686,            0.030316,             0.06559,                   0,            0.002344,            0.002344,            0.002344
                 466,            0.025722,            0.044673,                   0,             0.97432,             0.90345,             0.97667,             0.69285,            0.029897,            0.065732,                   0,           0.0023275,           0.0023275,           0.0023275
                 467,            0.023042,            0.052115,                   0,             0.94993,             0.90342,             0.97402,             0.67975,            0.030515,            0.065874,                   0,            0.002311,            0.002311,            0.002311
                 468,            0.021825,            0.032642,                   0,             0.94993,             0.90342,             0.97402,             0.67975,            0.030515,            0.065874,                   0,           0.0022945,           0.0022945,           0.0022945
                 469,            0.025624,            0.041778,                   0,             0.97436,             0.90466,              0.9771,              0.6963,            0.030059,            0.065539,                   0,            0.002278,            0.002278,            0.002278
                 470,            0.024472,            0.044615,                   0,             0.97374,             0.90476,             0.97515,             0.68554,            0.030176,            0.065203,                   0,           0.0022615,           0.0022615,           0.0022615
                 471,            0.024251,            0.038726,                   0,             0.97233,             0.90476,             0.97597,             0.68715,            0.029639,            0.065526,                   0,            0.002245,            0.002245,            0.002245
                 472,            0.020999,            0.031678,                   0,             0.97233,             0.90476,             0.97597,             0.68715,            0.029639,            0.065526,                   0,           0.0022285,           0.0022285,           0.0022285
                 473,            0.021359,            0.036803,                   0,             0.97204,             0.90476,             0.97551,             0.68237,            0.029655,             0.06541,                   0,            0.002212,            0.002212,            0.002212
                 474,            0.021553,            0.033039,                   0,              0.9466,             0.90476,             0.97345,              0.6799,            0.030586,            0.065358,                   0,           0.0021955,           0.0021955,           0.0021955
                 475,            0.023567,            0.045442,                   0,             0.94596,             0.90476,             0.97021,             0.69829,            0.029765,            0.065152,                   0,            0.002179,            0.002179,            0.002179
                 476,             0.02067,             0.03667,                   0,             0.94596,             0.90476,             0.97021,             0.69829,            0.029765,            0.065152,                   0,           0.0021625,           0.0021625,           0.0021625
                 477,            0.023364,            0.042889,                   0,              0.9694,             0.90476,             0.97186,             0.69106,            0.029909,              0.0655,                   0,            0.002146,            0.002146,            0.002146
                 478,            0.025436,            0.041161,                   0,              0.9694,             0.90476,             0.97042,             0.67053,            0.030361,            0.066093,                   0,           0.0021295,           0.0021295,           0.0021295
                 479,            0.027378,            0.037549,                   0,              0.9483,             0.90476,             0.96967,             0.68635,            0.029952,            0.066802,                   0,            0.002113,            0.002113,            0.002113
                 480,            0.020603,            0.032265,                   0,              0.9483,             0.90476,             0.96967,             0.68635,            0.029952,            0.066802,                   0,           0.0020965,           0.0020965,           0.0020965
                 481,            0.021569,            0.029265,                   0,             0.96974,             0.90476,              0.9676,             0.67172,            0.029989,            0.068195,                   0,             0.00208,             0.00208,             0.00208
                 482,            0.024599,            0.044926,                   0,             0.97187,             0.90476,             0.96821,               0.679,            0.030237,            0.068001,                   0,           0.0020635,           0.0020635,           0.0020635
                 483,            0.022018,            0.063318,                   0,             0.96895,             0.90476,             0.96591,             0.69443,            0.030022,            0.067498,                   0,            0.002047,            0.002047,            0.002047
                 484,            0.024951,            0.047419,                   0,             0.96895,             0.90476,             0.96591,             0.69443,            0.030022,            0.067498,                   0,           0.0020305,           0.0020305,           0.0020305
                 485,            0.024664,            0.050635,                   0,             0.96511,             0.90476,              0.9678,             0.69629,            0.030017,            0.067176,                   0,            0.002014,            0.002014,            0.002014
                 486,            0.027619,            0.055351,                   0,             0.96702,             0.90476,             0.96699,              0.6795,            0.030419,            0.068233,                   0,           0.0019975,           0.0019975,           0.0019975
                 487,            0.022136,             0.02936,                   0,              0.9673,             0.90476,              0.9671,             0.66791,            0.030815,            0.069252,                   0,            0.001981,            0.001981,            0.001981
                 488,            0.024533,            0.035196,                   0,              0.9673,             0.90476,              0.9671,             0.66791,            0.030815,            0.069252,                   0,           0.0019645,           0.0019645,           0.0019645
                 489,            0.021143,            0.045227,                   0,               0.968,             0.90476,             0.96603,             0.66649,            0.031001,            0.069652,                   0,            0.001948,            0.001948,            0.001948
                 490,            0.033188,             0.10356,                   0,             0.96807,             0.90476,             0.96739,              0.6654,            0.031259,            0.069897,                   0,           0.0019315,           0.0019315,           0.0019315
                 491,            0.019015,             0.02968,                   0,             0.96904,             0.90476,             0.96606,             0.68408,            0.030453,            0.069755,                   0,            0.001915,            0.001915,            0.001915
                 492,             0.02205,            0.035009,                   0,             0.96904,             0.90476,             0.96606,             0.68408,            0.030453,            0.069755,                   0,           0.0018985,           0.0018985,           0.0018985
                 493,            0.025366,            0.043972,                   0,              0.9657,             0.90476,             0.97037,             0.67499,            0.030459,             0.06951,                   0,            0.001882,            0.001882,            0.001882
                 494,            0.025642,             0.04071,                   0,             0.96504,             0.90476,             0.96944,             0.68027,            0.030405,            0.069574,                   0,           0.0018655,           0.0018655,           0.0018655
                 495,            0.024507,            0.039517,                   0,             0.97073,             0.90476,             0.96699,             0.67375,            0.030805,             0.07018,                   0,            0.001849,            0.001849,            0.001849
                 496,            0.023952,            0.033398,                   0,             0.97073,             0.90476,             0.96699,             0.67375,            0.030805,             0.07018,                   0,           0.0018325,           0.0018325,           0.0018325
                 497,            0.020872,            0.030021,                   0,             0.96307,             0.90476,             0.96648,             0.67281,             0.03079,                0.07,                   0,            0.001816,            0.001816,            0.001816
                 498,            0.021607,            0.034436,                   0,             0.96158,             0.90476,             0.96736,             0.68232,            0.030345,            0.069355,                   0,           0.0017995,           0.0017995,           0.0017995
                 499,            0.021649,            0.038702,                   0,             0.96478,             0.90476,             0.96644,             0.68106,            0.030311,            0.069071,                   0,            0.001783,            0.001783,            0.001783
                 500,            0.021687,            0.046845,                   0,             0.96478,             0.90476,             0.96644,             0.68106,            0.030311,            0.069071,                   0,           0.0017665,           0.0017665,           0.0017665
                 501,            0.021378,            0.027705,                   0,             0.97434,             0.90415,             0.96676,              0.6863,            0.030392,            0.069291,                   0,             0.00175,             0.00175,             0.00175
                 502,            0.023715,            0.036429,                   0,             0.97428,             0.90184,             0.96894,             0.68152,            0.030812,            0.069007,                   0,           0.0017335,           0.0017335,           0.0017335
                 503,            0.023733,            0.035166,                   0,             0.97414,             0.89713,             0.96896,             0.68151,            0.030762,            0.069871,                   0,            0.001717,            0.001717,            0.001717
                 504,            0.021457,            0.038166,                   0,             0.97414,             0.89713,             0.96896,             0.68151,            0.030762,            0.069871,                   0,           0.0017005,           0.0017005,           0.0017005
                 505,            0.021943,            0.029896,                   0,             0.96895,             0.88095,             0.96805,             0.68033,            0.030906,            0.070038,                   0,            0.001684,            0.001684,            0.001684
                 506,            0.032039,            0.067525,                   0,              0.9681,             0.88095,             0.96934,             0.67591,            0.030804,            0.070748,                   0,           0.0016675,           0.0016675,           0.0016675
                 507,            0.024026,            0.040832,                   0,             0.96926,             0.88095,             0.96683,             0.66033,            0.031163,            0.071367,                   0,            0.001651,            0.001651,            0.001651
                 508,            0.024783,             0.04475,                   0,             0.96926,             0.88095,             0.96683,             0.66033,            0.031163,            0.071367,                   0,           0.0016345,           0.0016345,           0.0016345
                 509,            0.023822,             0.03618,                   0,             0.94997,             0.90421,             0.96784,             0.65918,            0.031346,            0.071676,                   0,            0.001618,            0.001618,            0.001618
                 510,            0.020548,             0.02963,                   0,             0.94865,             0.90476,             0.96998,             0.66396,            0.030706,            0.071431,                   0,           0.0016015,           0.0016015,           0.0016015
                 511,            0.030265,            0.076675,                   0,             0.97432,             0.90345,             0.97194,             0.66614,            0.030841,            0.071134,                   0,            0.001585,            0.001585,            0.001585
                 512,             0.02218,            0.030705,                   0,             0.97432,             0.90345,             0.97194,             0.66614,            0.030841,            0.071134,                   0,           0.0015685,           0.0015685,           0.0015685
                 513,            0.022197,            0.030886,                   0,             0.97327,             0.90476,             0.97122,             0.66753,            0.030981,            0.070283,                   0,            0.001552,            0.001552,            0.001552
                 514,            0.022627,             0.05039,                   0,             0.97382,             0.90476,             0.97091,             0.67179,            0.030662,            0.069703,                   0,           0.0015355,           0.0015355,           0.0015355
                 515,            0.020018,            0.032483,                   0,             0.97351,             0.90476,             0.97204,             0.66544,             0.03064,            0.068826,                   0,            0.001519,            0.001519,            0.001519
                 516,            0.021019,            0.038949,                   0,             0.97351,             0.90476,             0.97204,             0.66544,             0.03064,            0.068826,                   0,           0.0015025,           0.0015025,           0.0015025
                 517,            0.022076,            0.040409,                   0,             0.97278,             0.90476,             0.97183,             0.66185,            0.030879,             0.06911,                   0,            0.001486,            0.001486,            0.001486
                 518,            0.021875,            0.036162,                   0,             0.97228,             0.90476,             0.97153,              0.6619,            0.030749,            0.069175,                   0,           0.0014695,           0.0014695,           0.0014695
                 519,            0.019807,            0.037141,                   0,             0.97293,             0.90476,               0.972,             0.66301,            0.030808,            0.068465,                   0,            0.001453,            0.001453,            0.001453
                 520,            0.021528,            0.036943,                   0,             0.97293,             0.90476,               0.972,             0.66301,            0.030808,            0.068465,                   0,           0.0014365,           0.0014365,           0.0014365
